name,category,street,city,Website,phone_no,fb_address,contact_email
Fita Crepe Bar,Restaurant,"Rua Itupava, 1670 Alto da XV
","Curitiba, Brazil 80045-330",https://www.fitacrepebar.com.br/,55 41 3779 0963,,recrutamento@fitacrepebar.com.br
Five,Restaurant,"69 rue Moncey
","Lyon, France 69003",http://www.restaurantfive.com/,33 9 54 11 05 76,https://www.facebook.com/fiverestaurants/,
Five on Black,Cafe,325 North Higgins,"Missoula, MT 59802",http://www.fiveonblack.com,1 406-926-1860,https://www.facebook.com/FiveonBlack/,tom@fiveonblack.com
Five on Black,Cafe,3850 S Reserve St Ste 140,"Missoula, MT 59801",http://www.fiveonblack.com,1 406-926-1305,https://www.facebook.com/FiveonBlack/,tom@fiveonblack.com
Five on Black,Cafe,242 East Main,"Bozeman, MT 59715",http://www.fiveonblack.com,1 406-551-2692,https://www.facebook.com/FiveonBlack/,tom@fiveonblack.com
Five on Black,Cafe,"1617 California St
","Denver, CO 80202",http://www.fiveonblack.com,1 720-904-5505,https://www.facebook.com/FiveonBlack/,tom@fiveonblack.com
Five on Black,Cafe,"1805 29th St Suite 1138
","Boulder, CO 80301",http://www.fiveonblack.com,1 303-402-5000,https://www.facebook.com/FiveonBlack/,tom@fiveonblack.com
Flour Chylde Gluten-Free Bakery,Bakery,702 San Anselmo Ave,"San Anselmo, California 94960",http://flourchylde.com,1 415-453-3100,,info@flourchylde.com
Flour Chylde Gluten-Free Bakery,Bakery,850 Grant Ave.,"Novato, CA 94945",http://flourchylde.com,1 415-893-7700,,info@flourchylde.com
Flour Craft Bakery,Bakery,129 Miller Avenue #300,"Mill Valley, CA 94941",https://flourcraftbakery.com/,1 415-384-8244,https://www.facebook.com/flourcraft,info@flourcraftbakery.com
Flying Apron,Bakery,"3510 Fremont Ave N
","Seattle, WA 98103
",http://www.flyingapron.com/,1 206-442-1115,,info@flyingapron.com
Flying Apron,Bakery,"16541 Redmond Way, Ste E
","Redmond, WA 98052
",http://www.flyingapron.com/,1 206-442-1115,,info@flyingapron.com
Food for Good Thought,Bakery,"4185 N High Street
","Columbus, OH 43214
",https://www.foodforgoodthought.com/gluten-free-bakery/,1 614-447-0424,,sarah@foodforgoodthought.com
Foucade,Bakery/Cafe,17 rue Duphot,"Paris, France 75001",http://www.foucadeparis.com/,33 1 42 36 11 81,https://www.facebook.com/foucadeparis,afsaneh@linstantc.fr
Fox in the Box,Cafe/Restaurant,"169 Martin Street
","Brighton, Victoria, Australia 3186",http://www.foxinthebox.com.au,Phone: +61 3 9596 0133,https://www.facebook.com/eatingoutGF?ref=tn_tnmn,bookings@foxinthebox.com.au
Free - a Gluténmentes Pékség Fény utca,Bakery,Fény utca 16,"
Budapest, Hungary 1024
",,36 30 500 7994,https://www.facebook.com/freepekseg?fref=ts,
Fresh First,Cafe,1637 SE 17th Street,"Ft. Lauderdale, FL 33316",http://www.freshfirst.com,1 954-763-3344,,eat@freshfirst.com
Fresh Kitchen,Cafe,1350 S Howard Ave.,"Tampa, FL 33606",http://www.eatfreshkitchen.com,1 813-833-2201,https://www.facebook.com/eatfk/,
Fresh Kitchen,Cafe,"4447 4th Street N, Suite 2 St.","Petersburg, FL 33703",http://www.eatfreshkitchen.com,1 727-612-3600,https://www.facebook.com/eatfk/,
Fresh Kitchen,Cafe,8491 Cooper Creek Blvd.,"Sarasota, FL 34201",http://www.eatfreshkitchen.com,1 941-702-0614,https://www.facebook.com/eatfk/,
Fresh Kitchen,Cafe,851 North Alafaya Trail,"Orlando, FL 32828",http://www.eatfreshkitchen.com,1 561-657-1140,https://www.facebook.com/eatfk/,
Fresh Kitchen,Cafe,"5550 N Military Trail, Bay 214","Boca Raton, FL 33496",http://www.eatfreshkitchen.com,1 561-657-1140,https://www.facebook.com/eatfk/,
Fresh Levant Bistro,Cafe,"8450 Honeycutt Rd, Ste 106","Raleigh, NC 27615",http://freshlevant.com,1 984-200-3999,https://www.facebook.com/FreshLevant/,
Fresh Thymes,Restaurant,32500 30th St Unit 101,"Boulder, CO 80301",https://freshthymeseatery.com,1 303-955-7988,https://www.facebook.com/FreshThymesEatery/,help@freshthymeseatery.com
Friendly Food,Cafe,"?migielska 13A, 60-102
","Pozna?, Poland
",,48 665 450 858,https://www.facebook.com/Friendly-Food-204508862955624/,
Fruits & Roots,Cafe,6539 South Las Vegas Blvd. #110,"Las Vegas, NV 89119",http://fruitsnroots.com/,1 702-605-5922,,
Fruits & Roots,Cafe,5020 Blue Diamond Rd.,"Las Vegas, NV 89118",http://fruitsnroots.com/,1 702-790-1014,,
Fruits & Roots,Cafe,7885 W Sunset Rd #180,"Las Vegas, NV 89113",http://fruitsnroots.com/,1 702-202-0922,,
GF Edinburgh,Cafe,37 Dalry Road,"
Edinburgh, UK EH11 2BU
",,44 7515 342420,https://www.facebook.com/gfgoodfoodglutenfree/,
Girls Gone Vegan,Bakery,"order via website or phone
","New Orleans, LA",,1 504-510-3590,https://www.facebook.com/girlsgonevegannola,girlsgonevegannola@gmail.com
Glu Free Bakery,Bakery,"Via Curtatone, 6
","Milan, Italy 20122
",http://www.glufreebakery.it/it/,39 02 5401 9723,https://www.facebook.com/GlufreeBakery/,info@glufreebakery.it
Glu Free Bakery,Bakery,"Viale Gian Galeazzo 6
","Milan, Italy 20136
",http://www.glufreebakery.it/it/,39 02 3676 7679,https://www.facebook.com/GlufreeBakery/,info@glufreebakery.it
Glulu,Bakery,Böszörményi út 138,"
Debrecen, Hungary 4032",http://www.glulu.hu/,36-70-381-6219,https://www.facebook.com/glulupekmanufaktura,
Glunos,Bakery,"300 m Oeste de Taco Bell de San
Pe- dro, contiguo a la Embajada de Colombia
Barrio Dent","San José, Costa Rica",https://www.glunos.com,506 8825 6505,https://www.facebook.com/glunos/,info@glunos.com
Gluten Free 4 U,Bakery,"243 Dorset Road
","Boronia, Victoria, Australia 3155",https://glutenfree4u.com.au/,61 03 9761 1553,https://www.facebook.com/glutenfree4u,info@glutenfree4u.com.au
Gluten Free 4 U,Bakery,4/49 Beach Street,"Victoria, Australia 3199",https://glutenfree4u.com.au/,61 03 8762 8100,https://www.facebook.com/glutenfree4u,info@glutenfree4u.com.au
Gluten Free 4 U,Bakery,1345 Burke Road,"Kew Victoria, Australia 3101",https://glutenfree4u.com.au/,61 03 9817 6981,https://www.facebook.com/glutenfree4u,info@glutenfree4u.com.au
Gluten Free 4 U,Bakery,5 / 1-3 Bignell Road,"Moorabbin, Victoria, Australia 3189",https://glutenfree4u.com.au/,61 03 9555 5175,https://www.facebook.com/glutenfree4u,info@glutenfree4u.com.au
Gluten Free 4 U,Bakery,"110 Pakington Street
","Geelong West, Victoria, Australia 3218",https://glutenfree4u.com.au/,61 03 5229 9297,https://www.facebook.com/glutenfree4u,info@glutenfree4u.com.au
Gluten Free 4 U,Bakery,"2/3 Bishop Street, Woolner","Darwin, Northern Territory, Australia 0820",https://glutenfree4u.com.au/,61 0444 598 570,https://www.facebook.com/glutenfree4u,info@glutenfree4u.com.au
Gluten Free 4 U,Bakery,"1/22 Carrara Street, Mt Gravatt","Brisbane, Queensland 4122",https://glutenfree4u.com.au/,61 07 3849 2713,https://www.facebook.com/glutenfree4u,info@glutenfree4u.com.au
Vin-Chet Gluten Free Baked Goods,Bakery,2178 Kensington Ave.,"Amherst, NY 14226",https://vinchet.com/,1 716-839-0871,,info@VinChet.com
Gluten Free Bakery Girl,Bakery,"116 N. Talbot Street
","St. Michaels, MD 21663
",http://www.glutenfreebakerygirl.com/,1 801-792-3700,https://www.facebook.com/glutenfreebakerygirl/,glutenfreebakerygirl@gmail.com
Gluten free cafe littlebird,Cafe/Restaurant,"JP Building 3F, 1-1-20 Uehara 
","Shibuya-ku, Tokyo, Japan
",,81 3-3460-8282,https://www.facebook.com/cafe.littlebird/,gfree.littlebird@gmail.com
Gluten Free Creations,Bakery,"7607 E McDowell Rd Ste 108
","Scottsdale, AZ 85257",http://www.glutenfreecreations.com/,1 480-990-2253,https://www.facebook.com/GlutenFreeCreations/,glutenfreeenews@cox.net
Gluten Free Gem,Bakery,"140 NE Broadway St.
","Portland, OR 97232",http://www.glutenfreegem.com/,1 503-288-1508,https://www.facebook.com/glutenfreegem/,info@glutenfreegem.com
Gluten Free Gloriously,Bakery,267 Main Ave,"Stirling, NJ 07980",http://www.glutenfreegloriously.com/,1 908-647-7337,https://www.facebook.com/GlutenFreeGloriously/,
Gluten Free Goat Bakery & Cafe,Bakery/Cafe,4905 Penn Ave,"Pittsburgh, PA 15224",http://glutenfreegoat.com,1 412-362-1600,,contact@glutenfreegoat.com
Gluten Free Me Bakery and Cafe,Bakery/Cafe,748 Main Street,"Winchester, MA 01890",http://glutenfreeme.s3-website-us-east-1.amazonaws.com/home,1 781-570-2060,https://www.facebook.com/Gluten-Free-Me-1985412885018774/,info@glutenfreemebakery.com
Gluten Free Miracles,Bakery/Cafe,145 Burt Rd. #20,"Lexington, KY 40503",http://www.glutenfreemiracles.com,1 859-278-8888,https://www.facebook.com/GlutenFreeMiracles/,denise@glutenfreemiracles.com
Gluten Free Sensations,Bakery,53238 N US Highway 131,"Three Rivers, MI 49093",https://www.glutenfreesensations.com/,1 269-273-4090,https://www.facebook.com/gluten.free.sensations/,
Gluten Free Things,Bakery,"11651 West 64th Avenue, Suite A6
","Arvada, CO 80004
",https://glutenfreethings.com,1 303-668-1663,,
GlutenZero,Bakery,9500 S Eastern #130,"Las Vegas, NV 89123",http://www.glutenzerobakery.com/,1 702-767-3408,,cris@glutenzerobakery.com
Glutopia,Bakery,41 Market Place,"London, UK KT11JQ",http://www.glutopiabakery.com/,44 20 8974 5444,https://www.facebook.com/glutenguru/,hello@glutopiabakery.com
Gluuteny Bakery,Bakery,"1923 Murray Ave
","Pittsburgh, PA 15217
",https://www.gluuteny.com,1 412-521-4890,https://www.facebook.com/gluuteny,orders@gluuteny.com
Columbia Gorge Gluten Free,Bakery,740 E Steuben,"Bingen, Washington 98605",https://columbiagorgeglutenfree.com,1 541-645-0570,https://www.facebook.com/GorgeGlutenFree/?ref=ts,info@gorgeglutenfree.com
Gourmet Girls Gluten Free Bakery and Bistro,Bakery,"5845 N Oracle Rd
","Tucson, AZ 85704",http://www.gourmetgirlsglutenfree.com/,1 520-408-9000,https://www.facebook.com/GourmetGIrlsGlutenFree/,gourmet.girls@live.com   
Gout Gluten Free,Bakery,"Montevideo 1480
C1018 ACF","Buenos Aires, Argentina",http://www.goutglutenfree.com.ar/,54 11 4811-3701,https://www.facebook.com/GOUT-GLUTEN-FREE-112817558735825/?fref=ts,
Grams,Catering/Meal Delivery,16 Haymarket Terrace,"Edinburgh, United Kingdom EH12 5JZ",http://www.gramsedinburgh.com/,44 131 337 3599,https://www.facebook.com/gramsedinburgh,
Green Table,Cafe,"113 W de la Guerra St
","Santa Barbara, CA 93101
",https://green-table.com/,1 805-770-7721,https://www.facebook.com/greentablesb/,
Grezzo Raw Chocolate,Bakery,Via Urbana 130,"Rome, Italy 00184
",https://grezzorawchocolate.com/,39 06 483443,,
Guyot ,Restaurant,via Arnaldo da Brescia 3,"Milan, Italy
20159
",http://www.tavernaguyot.com/,39 02 8723 7103,https://www.facebook.com/Guyot-105030999563856/?ref=hl,
HaleLife Bakery,Bakery,3350 Ulmerton Rd. Suite 13,"Clearwater, FL 33762",https://www.halelifebakery.com,1 727-265-3372,https://www.facebook.com/HaleLifeBakery/,contact@halelifebakery.com
Hannah's Gluten Free Bakery,Bakery,"1830 Range Drive, Suite #102","Mesquite, TX 75149",http://www.hannahsglutenfreebakery.com/,1 469-708-9864,https://www.facebook.com/HannahsGlutenFreeBakery,
Hannah's Gluten Free Bakery,Bakery,"1010 S. Pearl Expressway
(Dallas Farmers Market - Weekend Pop Up Shop)","Dallas, TX 75201",http://www.hannahsglutenfreebakery.com/,1 469-708-9864,https://www.facebook.com/HannahsGlutenFreeBakery,
Happy Bellies Bake Shop,Bakery,2107 N Richmond St,"Appleton, WI 54911",http://happybelliesbakeshop.com/,1 920-730-2253,https://www.facebook.com/happybellies,rebecca@happybelliesbakeshop.com
Harlow,Restaurant,3632 SE Hawthorne Blvd,"Portland, OR 97214
",http://www.harlowpdx.com/,1 971-255-0138,https://www.facebook.com/HarlowRestaurant,info@harlowpdx.com
Harmony Bakery,Bakery,3446 Chestnut Ave.,"Baltimore, MD 21211",http://harmonybakery.net/,1 410-235-3870,https://www.facebook.com/Harmony-Bakery-930875086955009/,
Haven on Earth Bakery,Bakery,10855 Double R Blvd,"Reno, NV 89521",http://www.havenonearthbakery.com/,1 775-284-4200,https://www.facebook.com/havenonearthbakery,
Hawk Hallow,Bakery,15101 Chandler Rd,"Bath, MI 48808",https://sites.google.com/site/lansinghawkhollowsimplyfree/,1 517-641-4295,,simplyfree@hawkhollow.com
Healthy Creations,Cafe,"376 N El Camino Real
","Encinitas, CA 92024",WWW.HEALTHYCREATIONSCAFE.COM,1 760-479-0500,,lily@healthycreationscafe.com
Healthy Creations Inc.,Bakery,333 Dougall Square ,"Windsor, Ontario, Canada 9G 1S7",http://www.healthy-creations.com/,1 226-773-7881,https://www.facebook.com/HealthyCreationsInc/,bakery@healthy-creations.com
Healthy Creations Inc.,Bakery,502 Springbank Drive,"London, Ontario, Canada N6J 1G8",http://www.healthy-creations.com/,1 519-472-0111,https://www.facebook.com/HealthyCreationsInc/,bakery@healthy-creations.com
Healthy Creations Inc.,Bakery,33 Amy Croft Dr.,"Lakeshore, Ontario, Canada N9K 1C7",http://www.healthy-creations.com/,1 519-735-0090,https://www.facebook.com/HealthyCreationsInc/,bakery@healthy-creations.com
Heart of the City Bakery,Bakery,"235 N Main Ave
","Parker, SD 57053
",http://www.heartofthecitybakery.com/,1 605-929-9542,https://www.facebook.com/heartofthecitybakery/,orders@heartofthecitysf.com
Heaven Restaurant,Restaurant,#119 1013 17th Ave SW,"Calgary, Alberta, Canada T2T 0A7
",https://heavengf.com,1 403-249-3037,https://www.facebook.com/heavenyyc/,heavenartisancuisine@gmail.com
Hello Dinner,"Catering/Meal Delivery
",12646 West Fairview Avenue,"Boise, ID 83713",http://www.hellodinner.com,1 208-412-0752,,
Helmut Newcake,Bakery,"28 rue Vignon
","Paris, France 75009
",http://www.helmutnewcake.com/,33 9 81 31 28 31,https://www.facebook.com/Helmut-Newcake-255981944449043/,contact@helmutnewcake.com
Hemsley + Hemsley,Cafe,400 Oxford Street (Bond St Tube),"
London, UK W1A 1AB
",http://www.hemsleyandhemsley.com/,44 020 7318 3170,https://www.facebook.com/HemsleyHemsley,
Hi-Vibe,Cafe,160 W Kinzie,"Chicago, IL 60654",http://www.hi-vibe.com/,1 312-724-8423,https://www.facebook.com/HiVibeChicago/,holler@hi-vibe.com
Hillbilly Gluten Free Bake Shop and Icecream and Creamery,Bakery/Ice Cream,153 N Main St,"
Mount Airy, NC 27030
",,1 336-719-1688,https://www.facebook.com/Hillbilly-Gluten-Free-Bake-Shop-and-Creamery-1466236020290279/,
Honesto Gluten Free,Bakery,"R. Estados Unidos, 43","Sion Belo Horizonte, MG, Brazil 30315-270",http://www.honestoglutenfree.com/,55 31 3267 2423,,vendas@honestoglutenfree.com
Honey Hi,Cafe,1620 W Sunset Blvd,"
Los Angeles, CA 90026
",http://honeyhi.co,1 213-221-7810,,hi@honeyhi.co
House of Manchester,Restaurant,2256 Losee Rd. Suite E,"North Las Vegas, NV 89030",http://houseofmanchester.com/,1 702-900-4466,,BlueMahoeLV@gmail.com
Hu Kitchen,Cafe/Restaurant,78 5th Ave,"
New York, NY 10011
",https://hukitchen.com/,1 917-962-0375,https://www.facebook.com/HuKitchen,
I Heart Muffins Bakery,Bakery,"181 W. Harwood Rd.
","Hurst, TX 76054
",http://www.iheartmuffinsbakery.com/,1 817-280-0533,https://www.facebook.com/IHeartMuffinsBakery/,IHeartMuffinsBakery@yahoo.com
I Love My GFF,Food Truck,check website,"Seattle, WA",http://www.ilovemygff.com,,https://www.facebook.com/ilovemygff/,andrea@ilovemygff.com
Il Trifoglio,Restaurant,"Via Piano, 24","Pimonte, Italy 80050",,39 081 879 2138,https://www.facebook.com/Ristorante-Pizzeria-IL-TRIFOGLIO-114464765269790/?fref=ts,
Inday Restaurant,Restaurant,1133 Broadway,"
New York, NY 10010
",http://indaynyc.com,1 917-521-5012,https://www.facebook.com/indaynyc/,
Invita,Bakery/Cafe,"18 rue d’Aubuisson
","Toulouse, France 31000",https://www.invitafreshfood.com/accueil,33 5 34 66 86 57,https://www.facebook.com/Invitafreshfood/,
Isabella Glutenfreie Pâtisserie,Bakery,Arnulfstraße 4,"Du?sseldorf, Germany 40545",https://www.isabella-patisserie.de,49 0211 95599414,https://www.facebook.com/isabella.glutenfreie.patisserie/,
Isaura Bakery,Bakery,204 Diamond Bridge Ave,"Hawthorne, NJ 07506",http://www.ibglutenfree.com/,1 973-304 4500,,
Island Gluten Free Bakery,Bakery,1880 Stickney Point Rd,"Sarasota, FL 34231-8847",http://www.islandgfbakery.com/,1 941-923-0200,https://www.facebook.com/pages/Stellar-Gluten-Free/174859092669778,islandgfbakery@gmail.com
Italia In Tavola Glutenfree,Restaurant,Chaussée de Waterloo 790,"Uccle, Belgium 1180",,32 486 06 38 57,https://www.facebook.com/ItaliaInTavolaGlutenFree,
Izzi B's,Bakery,22 Knight Street,"Norwalk, CT 068",http://www.ibcakes.com,1 203-810-4378,,ordering@ibcakes.com
Izzy's Gluten Free,Bakery,online bakery,"Incheon, Korea",,,https://www.facebook.com/izzysbakery,
Jansana,Bakery,"Balmes, 106","
Barcelona, Spain 08008
",http://www.glutenfree.cat/,34 931 70 07 14,https://www.facebook.com/PastisseriaJansana/,
Jadon Foods,Bakery,"4343 N. Rancho Dr, Suite 120","Las Vegas, NV 89103",http://www.jadonfoods.com/,1 702-395-0249,,jadonfoods@jadonfoods.com
Jewel's Bakery,Bakery,"4041 E Thomas Rd
","Phoenix, AZ 85018
",http://www.jewelsbakeryandcafe.com/,1 602-714-5243,https://www.facebook.com/JewelsCupcakeShop,info@jewelsbakeryandcafe.com
Jo Jo's Gluten Free Goodies,Bakery,995 Kernot Loch Road,"Kernot, Victoria, Australia 3979",,"
61 404 605 086",https://www.facebook.com/Jo-Jos-Gluten-Free-Goodies-1446967141999887/,
Joey's Home Bakery Gluten Free,Bakery/Cafe,1532 SW 8th St,"Boynton Beach, FL 33426",http://www.joeyshomebakeryglutenfree.com/,1 561-292-4004,https://www.facebook.com/JoeysHomeBakeryGlutenFree/,joey@joeyshomebakeryglutenfree.com
Joy and Sweets,Bakery,"10818A Jefferson Blvd
","Culver City, CA 90230
",http://www.joyandsweets.com/,1 310-730-5362,,Amanda@joyandsweets.com
JP's Pastry,Bakery,"111 S Railroad St
","Benson, NC 27504
",http://jpspastry.com/,1 919-894-5000,,
Julie's Gluten Free Bakery,Bakery,6686 Wiltshire Street,"Chilliwack, British Columbia, Canada V2R1P3",,1 604-846-3223,https://www.facebook.com/julies.gluten.free.baking/,
Junior Baker,Bakery,165 Lochiel Street,"Sarnia, Ontario, Canada N7T 4C3",https://juniorbakersarnia.com,1 519-336-0440,,juniorbaker@cogeco.ca
Jurassic Cart,Food Truck,5205 SE Foster Rd ,"Portland,
OR 97206
",http://www.jurassiccart.com,1 971-413-3226,https://www.facebook.com/jurassiccart,jurassiccart@gmail.com
Just Be Kitchen,Cafe/Restaurant,2364 15th St,"Denver, CO 80202",http://justbekitchen.com/,1 303-284-6652,https://www.facebook.com/justbekitchen/,justbeyou@justbekitchen.com
Jute Bäckerei ,Bakery,"Schönhauser Allee 52a
","Berlin, Germany 10437",http://www.xn--jute-bckerei-lcb.de/,49 30 68006558,https://www.facebook.com/jutebaeckerei/,
Kara Lynn's ,Restaurant,421 Cleveland St,"Clearwater, FL 33755",https://karalynnskitchen.com/,1 727-447-2536,https://www.facebook.com/karalynnskitchen/,
Karma Baker,Bakery,1145 Lindero Canyon Rd Suite D3 ,"Westlake 
Village, CA 91362
",https://karmabaker.com,1 747-222-7379,,
Kathy's Creations Bakery,Bakery,2010 Crestview Avenue,"Alliance, OH 44601",http://www.kathyscreationsbakery.com/,1 330-821-8181,,info@kathyscreationsbakery.com
Kim & Jake's,Bakery,"641 S Broadway St
","Boulder, CO 80305
",https://kimandjakes.com,1 303-499-9126,https://www.facebook.com/Kim-and-Jakes-Cakes-164154820669/,info@kimandjakes.com
Kippy's,Ice Cream/Gelato,245 Main Street #3D,"Venice, CA 90291",https://www.kippysicecream.com/,1 424-387-8765,https://www.facebook.com/145802162283590,kippy@kippysicecream.com
Kippy's Coco-Cream,Ice Cream/Gelato,2-6-3 Sendagaya Shibuya-ku,"Tokyo, Japan 151-0051",http://kippyscococream.com/,81 03-6758-0620,,
Kirari West,Bakery,"707 N Pacific Coast Hwy
","Redondo Beach, CA 90277",https://www.kirariwest.com,1 310-376-5313,https://www.facebook.com/kirariwest/,hiro@kirariwest.com 
Kitava,Cafe,"2011 Mission Street
","San Francisco, CA 94110",https://www.kitava.com/,1 415-780-1661,https://www.facebook.com/kitavakitchen/,info@kitava.com
Kivi Paber Käärid,Restaurant,Telliskivi 60a C4,"Tallinn, Estonia 10412",http://kivipaber.ee,372 600 3626,https://www.facebook.com/kivipaberkaarid/,Liisi@kivipaber.ee
Kizbee’s Kitchen,Bakery,734 W White Horse Pike,"Egg Harbor City, NJ 08215",,1 609-553-3383,https://www.facebook.com/KizbeesKitchen,
Kleine Shoppe,Bakery,3027 Notre Dame West,"Saint-Henri, Quebec, Canada H4C 1N9",,1 514-379-1253,https://www.facebook.com/kleineshoppe/,
Kombuchi Brewing Co,Cafe,"Jalan Raya Batu Mejan No.73
","Badung, Bali, Indonesia 80351
",http://www.kombuchibrewingco.com,62 812-8742-8918,,kristierifkin@gmail.com
Kopi Cream,Cafe,"16 rue Daval
","Paris, France 75011",,33 6 30 39 79 54,https://www.facebook.com/kopicreamcoffee/,
Kupfert & Kim,Cafe,2313 Yonge Street ,"Toronto, Ontario, Canada M4P 2C6",http://www.kupfertandkim.com/#kupfertandkim,,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,100 Bloor Street West,"Toronto, Ontario, Canada M5S 3L7",http://www.kupfertandkim.com/#kupfertandkim,1 416-925-1222,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,140 Spadina Avenue,"Toronto, Ontario, Canada M5V 2L4",http://www.kupfertandkim.com/#kupfertandkim,1 416-504-2206,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,"First Canadian Place, 100 King Street West","Toronto, Ontario, Canada M5X 1C7",http://www.kupfertandkim.com/#kupfertandkim,1 416-504-1233,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,"Brookfield Place, 181 Bay Street ","Toronto, Ontario, Canada M5J 2T3",http://www.kupfertandkim.com/#kupfertandkim,1 416-601-1333,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,Waterpark Place 20 Bay Street,"Toronto, Ontario, Canada M6J 2N8",http://www.kupfertandkim.com/#kupfertandkim,1 416-360-5555,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,"Metro Centre, 200 Wellington Street West ","Toronto, Ontario, Canada M5V 3C7",http://www.kupfertandkim.com/#kupfertandkim,1 416-340-7445,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,150 King Street West,"Toronto, Ontario, Canada M5H 1J9",http://www.kupfertandkim.com/#kupfertandkim,1 416-260-7777,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,417 Rue Notre-Dame Ouest,"Montréal, Canada QC H2Y 1V2",http://www.kupfertandkim.com/#kupfertandkim,1 514-840-3614,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kupfert & Kim,Cafe,733 Rue Cathcart,"Montreal, QC, Canada H3B 5L6",http://www.kupfertandkim.com/#kupfertandkim,,https://www.facebook.com/kupfertandkim/,info@kupfertandkim.com
Kye's,Cafe,1518 Montana Ave,"Santa Monica, CA 90403",http://www.kyesmontana.com,1 310-395-5937,https://www.facebook.com/KyesMontana?ref=br_tf,jeanne@kyesmontana.com
Kyra's Bake Shop,Bakery,"599 A Avenue
","Lake Oswego, OR 97034
",https://www.kyrasbakeshop.com,1 503-212-2979,https://www.facebook.com/kyrasbakeshop,info@kyrasbakeshop.com
L'Eden Libre De Gluten Strasbourg,Bakery,"15 place du temple neuf
","Strasbourg, France 67000",,33 3 90 41 74 95,https://www.facebook.com/edenstrasbourg/,
La Alacena,Bakery/Cafe,,"Santa Ana, Costa Rica",,506 2208 8740,https://www.facebook.com/LaAlacenaGF/,vivianber@gmail.com
La Casolana Gluten Free,Restaurant,"Músicos del chaco 7344
 c/ Mecánicos de aviación
","Asunción, Paraguay 1871
",,595 984 335075,https://www.facebook.com/pg/lacasolana/about/,
La Coutinelle,Bakery,"25 rue de l’université
","Montpellier, France 34000",http://www.lacoutinelle.fr/,33 4 67 60 95 41,https://www.facebook.com/LaCoutinelleMontpellier,
La Taguara,Cafe/Restaurant,"Carrer Rec, 10, bajos, El Born.","Barcelona, Spain 08003",http://www.lataguara.es/en/,34 932 68 15 72,https://www.facebook.com/lataguara/,
La Tortilleria,Restaurant,72 Stubbs Street,"Kensington, Victoria, Australia 3031",http://latortilleria.com.au,61 13 0055 6084,https://www.facebook.com/latortilleriaau,marketing@latortilleria.com.au
Les Gasteliers,Restaurant,123 rue de Sèze,"Lyon, France 69006",,33 4 78 24 87 11,https://www.facebook.com/Lesgasteliers/?hc_ref=SEARCH&fref=nf,
Le Botaniste NY,Restaurant,833 Lexington Ave,"New York, NY 10065",http://lebotaniste.us,1 917-262-0766,,
Le Marquis,Bakery,"367, Rue De Castelnau East","Montréal, Québec, Canada H2R 1R1",https://boulangerielemarquis.ca/en/,1 514-278-7047,,
Le point sans g,Cafe/Restaurant,6680 Papineau,"Montréal, Québec, Canada H2G 2X2",,1 514-641-7768,https://www.facebook.com/lepointsansg/,
Leggero,Cafe/Restaurant,64 Old Compton Street,"London, UK W1D 4UQ",http://www.leggero-london.com/,44 20 7434 3617,https://www.facebook.com/LEGGEROlondon/,info@leggero-london.com 
Lemonade Gluten Free Bakery,Bakery,"3385 Cambie St.
","Vancouver, British Columbia, Canada V5Z 2W6
",http://www.lemonadebakery.ca,1 604-873-9993,,info@lemonadebakery.ca
Liberated Baking,Bakery,16100 SE 82nd Drive,"
Clackamas, OR 97015",http://www.liberatedbaking.com,1 503-545-9797,https://www.facebook.com/LiberatedBaking/,
Lifehouse Tonics,Cafe,"10250 Santa Monica Blvd
","Santa Monica, CA 90067
",https://www.lifehousetonics.com/,1 424-274-3386,,
Lifehouse Tonics,Cafe,7515 Sunset Blvd,"
Los Angeles, CA 90046
",https://www.lifehousetonics.com/,1 323-378-5691,,
Lilac Patisserie ,Bakery,"1017 State St
","Santa Barbara, CA 93101",http://lilacpatisserie.com/,1 805-845-7400,https://www.facebook.com/lilacpatisserie,info@lilacpatisserie.com
Little Gem,"Cafe/Restaurant
",400 Grove St,"San Francisco, CA 94102",http://www.littlegem.restaurant,1 415-914-0501,https://www.facebook.com/littlegem.restaurant,info@littlegem.restaurant
Live Organic Food,Cafe,264 Dupont St,"Toronto, Ontario, Canada M5R 1V7",https://liveorganicfood.ca/,1 416-515-2002,https://www.facebook.com/LiveOrganicFood/,orders@liveorganicfood.ca
Louise Sans Gluten,Bakery,"475 Avenue Dumont, Suite 109","Dorval, QC H9S 5W2",http://louisesansgluten.com/,1 514 631-3434,https://www.facebook.com/louisesansgluten/,info@louisesansgluten.com
