name,category,Website,phone_no,fb_address,contact_email,lat,lng,map_id,street,city
BimBeriBon,Cafe,http://bimberibon.com/,1 828-505-0328,https://www.facebook.com/pages/category/Restaurant/bimberibon.feelgood/about/,,35.5775886,-82.5915847,https://goo.gl/maps/T4Rf1r7X4kGPqcYi7,"Via Carlo de Cesare, 40","Naples, Italy 80132"
Dobra Tea,Cafe,http://www.dobrateanc.com,1 828-505-4307,https://www.facebook.com/Dobra-Tea-Asheville-NC-136528306376795/,,35.5776643,-82.5920203,https://goo.gl/maps/ryPmQ3xwDC57MfeNA,"Calabria, 65
","Barcelona, Spain 08015
"
Dobra Tea,Cafe,http://www.dobrateanc.com,1 828-575-2424,https://www.facebook.com/Dobra-Tea-Asheville-NC-136528306376795/,,35.5974047,-82.5534358,https://goo.gl/maps/Aa7S88pX7tnDXCAt7,"Wiedner Hauptstrasse 34
","Vienna, Austria 1040"
C Casa,Cafe,http://www.myccasa.com/,1 707-226-7700,https://www.facebook.com/myccasa/,info@myccasa.com,38.301894,-122.281719,https://goo.gl/maps/TkgeyJJQQt32GpoG9,check website,"Denver, CO"
C Casa,Cafe,http://www.myccasa.com/,1 510-679-1800,https://www.facebook.com/myccasa/,info@myccasa.com,37.8414026,-122.2937861,https://goo.gl/maps/AyCijw3w9UWsFfFW7,332 Ormond St SE,"Atlanta, GA 30315"
Love Yourself Cafe,Cafe,https://www.lightvesselsantafe.com/love-yourself-cafe/,1 505-473-1200,https://www.facebook.com/LoveYourSelfCafe/,lightvesselsantafe@gmail.com,35.6929786,-105.9491484,https://goo.gl/maps/TzE63FkpjAniTCcn8,6 Stillwater Ave.,"Orono, ME 04473"
Mama Jim's Gluten Free Kitchen,Food Truck,http://mamajims.com/,1 480-213-5577,https://www.facebook.com/MamaJimAZ/,Contact@MamaJims.com,N/A,N/A,N/A,"38 E 23rd St
","New York, NY 10010
"
Craft Kafe,Bakery,http://www.craftkafe.com/,1 727-914-7443,https://www.facebook.com/craftkafe/,craftkafe@gmail.com,27.7712962,-82.7296961,https://goo.gl/maps/LqY2Qjyotzi4hLnaA,"596 S Castell Ave.
","New Braunfels, TX 78130
"
Craft Kafe,Bakery,http://www.craftkafe.com/,1 727-256-8587,https://www.facebook.com/craftkafe/,craftkafe@gmail.com,27.771039,-82.635745,https://goo.gl/maps/hiMjoHrkvUos8rtq9,"#127 - 1959 152nd St
","South Surrey, British Columbia, Canada V4A 9E3"
Fittnass Cukormentes Cukrászda,Cafe/Restaurant,http://fittnass.hu/,36 309074214,https://www.facebook.com/fittnass.cukraszda/,fittnasskft@gmail.com,47.5057747,19.059491,https://goo.gl/maps/FNQGTzts7nUjbpDv7,"110 San Antonio St Suite 170
","Austin, TX 78701
"
Bite Me Kupcakez,Bakery,https://www.bitemekupcakez.com/,1 603-674-4459,https://www.facebook.com/bmkupcakez/,,42.8384198,-71.4913315,https://goo.gl/maps/YJes9wyd1T3kixeX6,"Via Adda, 103 - 00198
","Rome, Italy
"
Dakhin,Restaurant,https://www.dakhin.com,44 0141 553 2585,https://www.facebook.com/dakhinrestaurant/,info@dakhin.com,55.858886,-4.245711,https://g.page/dakhin?share,2234 E Hastings,"Vancouver, British Columbia, Canada"
Tio Pablo,Restaurant,https://www.tiopablotacos.com,1 804-643-4828,https://www.facebook.com/TioPabloTacos/,tiopablorichmond@gmail.com,37.53404,-77.427405,https://goo.gl/maps/v6FmJAnDMvey3Ekg6,"Ace Hotel
","London, UK E1 6J"
Thingy Ma Jigs café,Cafe,,44 7849356178,https://www.facebook.com/thingymajigs5/,,54.5355943,-1.0508359,https://goo.gl/maps/E36W2ENtPHoBkbaU7,18 Piccadilly,"London, UK W1J 0DF"
Sincerity & Food,Restaurant,http://sincerityandfood.it/en/,39 3938104610,https://www.facebook.com/sincerityandfood/,info@sincerityandfood.it,45.520528,11.450547,https://goo.gl/maps/nxx7y6WHe6w2LgfU8,1365 Midland Ave unit 130,"Kingston, Ontario, Canada K7P 2W5"
Kitch Organic,Cafe,http://www.kitchorganic.com/,1 732-741-5400,https://www.facebook.com/kitchorganic/,team@kitchorganic.com,40.3440245,-74.0784902,https://goo.gl/maps/y15TontY7nuMk13L6,787 Lea Bridge Road,"London, UK E17 9DZ"
Smokin’ Bowls,Cafe,http://www.smokinbowls.com/,1 707-665-5265,https://www.facebook.com/smokinbowls/,contact@smokinbowls.net,38.3351089,-122.7061386,https://goo.gl/maps/211CPuaT692bQu5EA,139 Brick Lane,"London, UK E1 6SB"
Eugene Glutenvrije Bakery,Bakery,https://www.zondergluten.be/,32 32331989,https://www.facebook.com/pages/category/Bakery/GlutenvrijBakkerijEugene/posts/,,51.2114086,4.3967522,https://goo.gl/maps/p79VoZRk7FPK8tYA9,"461 465 North End Rd, Fulham","London, UK SW6 1NZ"
Mastino V,"Cafe/Restaurant
",https://mastinovegan.nl/,31 20 845 0731,https://www.facebook.com/mastinov/, info@mastinovegan.nl,52.3665417,4.8723563,https://goo.gl/maps/uwEWHiW1A68kc8Ha8,"25 E Woodin Ave
","Chelan, Washington 98816
"
Nourish Cafe & Market ,Cafe,https://nourishcafemarket.com/,1 573-818-2240,https://www.facebook.com/NourishCafeMarket/,kalle@nourishcafemarket.com,38.9517028,-92.3240496,https://goo.gl/maps/h83dT65QCbEvYYv26,"Sabana Sur, Calle 66, Avenida 16B
casa #97","San José, Costa Rica 1000"
Whole Sol,Cafe,https://wholesol.com/,1 720-372-7862,https://www.facebook.com/WholeSolBlendBar/,HI@WHOLESOL.COM,39.7554172,-105.0018478,https://goo.gl/maps/GX2muHLjyPXbBqtK7,2364 Gold Coast Hwy,"Mermaid Beach, Queensland, Australia 4218"
Whole Sol,Cafe,https://wholesol.com/,1 720-475-1355,https://www.facebook.com/WholeSolBlendBar/,HI@WHOLESOL.COM,40.0182777,-105.2789524,https://goo.gl/maps/SWchvn3zrD8QDrQ26,2604 West Lawrence Avenue,"Chicago, Illinois 60625"
Bedrock Eats & Sweets,Cafe,https://bedrockeatsandsweets.com/,1 901-512-5374,https://www.facebook.com/BedrockEatsandSweets/,,35.1374214,-90.0571705,https://goo.gl/maps/Cy6dzNV95FDhR2Z97,2435 Hilyard St.,"Eugene, OR 97401"
Bounty on Broad,Cafe,https://bountyonbroad.com/,1 901-410-8131,https://www.facebook.com/bountyonbroad/,,35.1478027,-89.9753527,https://goo.gl/maps/hnufci4D1miSbW156,"697 Haywood Rd
","Asheville, North Carolina 28806
"
100% Vivre,Cafe,,351 968 739 024,https://www.facebook.com/cemporcentolivre/,cemporcentolivre.3@gmail.com,37.1368495,-8.023552,https://goo.gl/maps/qVLmu9t9qGy8W5qf7,707 Haywood Rd,"Asheville, North Carolina 28806"
Wholesome Eating,Bakery,https://www.wholesomeeatingllc.com/,1 913-522-3098,https://www.facebook.com/ajikeoyin/,atolulope3@aol.com,29.571948,-98.517869,https://goo.gl/maps/NRJM5Xc1xfe2MeK1A,78 N. Lexington Ave,"Asheville, North Carolina 28801"
PharmTable,Cafe,https://www.pharmtable.com/,1 210-802-1860,https://www.facebook.com/PharmTable/,support@pharmtable.com,29.4297568,-98.488109,https://g.page/PharmTable?share,"610 1st Street
","Napa, CA 94559"
Viva Vegeria,Restaurant,http://www.myvegeria.com/,1 210-465-9233,https://www.facebook.com/myvegeria/,,29.3992021,-98.5125358,https://g.page/vivavegeria?share,5959 Shellmound St,"Emeryville, CA 94608"
Powerhouse Bakery,Bakery,https://powerhousebakery.com/,1 210-722-8464,https://www.facebook.com/powerhousebakery/,suzanne@powerhousebakery.com,29.5312627,-98.5860905,https://goo.gl/maps/tk64uZWWcNjcudzS6,199 Paseo De Peralta Ste D,"Santa Fe, New Mexico 87501"
The Preacher's Son,"Bakery
",http://www.thepreachersson.com/,1 479-445-6065,https://www.facebook.com/The-Preachers-Son-699585026858273/,,36.3731525,-94.2103708,https://goo.gl/maps/aMhtfog8H4aCW94u9,"762/13 sukhumvit rd, khwaeng khlong
tan, khet khlong toei
","Bangkok, Thailand 10110
"
Olly Makes Bakery,Bakery,,1 501-470-6978,https://www.facebook.com/ollymakesbakery/,,36.3741646,-94.2083901,https://goo.gl/maps/XQs3A9rYzgAKN4Tw9,check website,"Phoenix, AZ"
Arepa Mia,Cafe,http://www.arepamiaatlanta.com/,1 404-880-8575,https://www.facebook.com/arepamia/,,33.77707,-84.267488,https://g.page/arepamiaatlanta?share,6653 Central Ave,"St. Pete, Florida 33710"
Arepa Mia,Cafe,http://www.arepamiaatlanta.com/,1 404-880-8575,https://www.facebook.com/arepamia/,,33.754189,-84.379763,https://goo.gl/maps/K354mf97xkh4ty5L8,200 Central Ave.,"St. Petersburg, FL 33703"
Good Karma Coffee House,Cafe,http://www.goodkarmacoffeehouse.com/,1 404-499-0999,https://www.facebook.com/GoodKarmaCoffeeHouse/,,33.7761431,-84.2658138,https://goo.gl/maps/FSu34mqug1LFD3jp7,"Zichy Jen? utca 43.
","Budapest, Hungary 1066
"
Foo Dog Curry Traders,Cafe,http://www.badwolftraders.com/,1 904-551-0327,https://www.facebook.com/pages/category/South-Indian-Restaurant/Foo-Dog-Curry-Traders-121963405159763/,pr@foodogjax.com,30.3156682,-81.6893796,https://goo.gl/maps/DxSbpmyDocuZSMKVA,4 Mound Ct,"Merrimack, NH 03054"
Comeconoco Laboratory & Cafe,Bakery/Cafe,https://comeconoco.com/en,+81 6-4301-4600,https://www.facebook.com/comeconoco/,,34.6887864,135.5132213,https://goo.gl/maps/jhNnHrinv1p2NmaD8,"89 Candleriggs, Merchant City","Glasgow, UK G1 1NP"
Silly Axe Cafe,Cafe,,1 502-290-7197,https://www.facebook.com/thesillyaxe/,,38.2237489,-85.6938244,https://goo.gl/maps/8quW336Rg1Sv99Qp8,1703 East Franklin Street,"
Richmond, VA 23223
"
Blooming Lotus,Bakery,http://www.blbmke.com/,1 414-212-8010,https://www.facebook.com/BloomingLotusGourtmetBakery/,info@blbmke.com,43.0600012,-87.8830831,https://goo.gl/maps/oDdGgq3SuxnnNNKTA,5 Bow Street,"Guisborough, UK TS14 6BP"
Brazilian Tapioca,Food Truck,https://braziliantapioca.com.au/,61 488137310,https://www.facebook.com/braziliantapioca/,,-26.4761913,152.9519911,https://goo.gl/maps/vH2zPtHE3v7YCmxUA,"Via Roma, 5 36051
","Creazzo, Italia"
Zest Ubud,Cafe,https://www.zestubud.com/,62 82340065048,https://www.facebook.com/zestubud/,hello@zestubud.com,-8.5054206,115.2539139,https://goo.gl/maps/A4EVrygijesfceus5,75 Leighton Avenue,"Red Bank, NJ 07701
"
Sawobali Sapodilla,Cafe,http://sawobali.com/,62 361737061,https://www.facebook.com/sawobaliveganglutenfree/,,-8.511911,115.268422,https://goo.gl/maps/tB5WpD4eNpQQbLEQ9,295 Southwest Blvd.,"Rohnert Park, CA 94528"
The Birds and The Bees Ubud,Cafe,,62 81246419567,https://www.facebook.com/thebirdsandbeesubud/,,-8.5140016,115.2605295,https://goo.gl/maps/BQmXgX7pzcokcZMR8,"Volkstraat 15, 2000","Antwerp, Belgium"
The Fussy Bird,Cafe,http://fussybirdbali.weebly.com/,62 361 4792356,https://www.facebook.com/FussyBirdBaLi/,,-8.506833,115.268442,https://goo.gl/maps/bLZv7MRQZe3vLEh17,"Bilderdijkstraat 192
","Amsterdam, Netherlands"
Rice Manhattan Beach,Restaurant,https://www.ricemb.com/,1 310-798-7722,https://www.facebook.com/ricemb/,,33.8828697,-118.4093782,https://goo.gl/maps/Ru1Vgwvo36cC3PYS8,"1201 E Broadway, Ste B","Columbia, MO 65201"
F?nuts,Bakery,https://fonuts.com/,1 323-592-3075,https://www.facebook.com/fonuts/,,34.0719562,-118.3661642,https://goo.gl/maps/9oc79Bap2Y46TCKP7,"1735 Chestnut Place
","Denver, CO 80202
"
Figg's Ordinary,Cafe/Restaurant,https://www.figgsordinary.com/,1 443-282-0061,https://www.facebook.com/FiggsOrdinary/,ingrid@figgsordinary.com,39.2077476,-76.0676093,https://goo.gl/maps/5Dca97eRBf1V693x7,"1420 Pearl St
","Boulder, CO 80302
"
Lucky Santo,Cafe/Restaurant,luckysanto.com,1 206-294-3921,https://www.facebook.com/LuckySantoSea/,,47.6904269,-122.397965,https://goo.gl/maps/598yMRaPR5GwQTJC6,"327 S. Main
","Memphis, TN 38103
"
Third Coast Bakery,Bakery,http://www.thirdcoastbakery.com,1 231-421-8696,https://www.facebook.com/ThirdCoastBakery/,info@thirdcoastbakery.com,44.758095,-85.577591,https://goo.gl/maps/ohSzt8A7xZ3cj1mu8,"2519 Broad Ave
","Memphis, TN 38112
"
Straight up Coffee and Food,Cafe,http://www.straightupcoffeeandfood.com.au/,61 3 6236 9237,https://www.facebook.com/straightupcoffeeandfood/,,-42.8844797,147.3238132,https://goo.gl/maps/x1SqEyE79uNdXBL28,"Rua 1º de Dezembro, nº38
","Loulé, Portugal 8100-505
"
Intentional Foods,"Cafe/Restaurant
",https://intentionalfoods.org,1 480-264-7002,https://www.facebook.com/IntentionalFoods/,,33.36296,-111.8745161,https://goo.gl/maps/kPT9PMfG3Cy8p8THA,13455 Blanco Rd.,"San Antonio, TX 78216"
Wild Poppy Bistro,Cafe,http://www.wildpoppybistro.ca/,1 250-924-8696,https://www.facebook.com/WildPoppyBistroLadysmith/,,48.993937,-123.8180868,https://goo.gl/maps/pphLwd789C7KuWDp8,"106 Auditorium Cir
","San Antonio, TX 78205
"
Sapiens Paleo Kitchen,Cafe,https://sapienskitchen.com/,1 480-771-5123,https://www.facebook.com/SapiensKitchen/,,33.6273601,-111.8563551,https://g.page/PaleoPhoenix?share,"1422 Nogalitos Street
","San Antonio, TX 78204"
Joi Cafe,Cafe,https://www.joicafe.com/,,https://www.facebook.com/joicafe/,INFO@JOICAFE.COM,34.1510306,-118.8236983,https://g.page/joicafe?share,"4902 Golden Quail, Ste. 101
","San Antonio, TX 78240
"
Choice Superfood Bar & Juicery,Cafe,http://choicejuicery.com/,1 858-704-4346,https://www.facebook.com/ChoiceJuicery/,,32.9867859,-117.2707861,https://goo.gl/maps/3C7qCcYFXoDnW7uY7,"201 NW A St
","Bentonville, AR 72712
"
Choice Superfood Bar & Juicery,Cafe,http://choicejuicery.com/,1 619-450-7970,https://www.facebook.com/ChoiceJuicery/,,32.7201728,-117.1681606,https://goo.gl/maps/WfCTmBMV3y4E7ErL7,"220 N Main St
","Bentonville, AR 72712
"
Choice Superfood Bar & Juicery,Cafe,http://choicejuicery.com/,1 858-832-7905,https://www.facebook.com/ChoiceJuicery/,,33.0213012,-117.1250871,https://goo.gl/maps/x4kPo41uiRDEKrFn6,10 N Claredon Ave.,"Avondale Estates, GA 30002"
Choice Superfood Bar & Juicery,Cafe,http://choicejuicery.com/,1 760-994-0013,https://www.facebook.com/ChoiceJuicery/,,33.1596183,-117.3489668,https://goo.gl/maps/GcVTWcmn7DT7GpTg8,"209 Edgewood Ave. SE
","Atlanta, GA 30303"
AERA Bread,Bakery,https://aerabread.com/,#ERROR!,AERA Bread,,52.5023785,13.3279805,https://goo.gl/maps/bo8KsCqurMKciP6r6,31 N. Avondale Plaza,"Avondale Estates, GA 30002"
Glutanada,Cafe,https://www.glutanada.com/,49 30 22329650,https://www.facebook.com/glutanada/,,52.4891274,13.3902112,https://goo.gl/maps/hckHBfGMfkmf5h8P8,869 Stockton St,"Jacksonville, FL 32204"
Glutenfreie Bäckerei Konditorei Eis Voh,Bakery,https://m.facebook.com/Eisvoh.glutenfrei/?ref=page_internal,49 30 85402065,https://www.facebook.com/Eisvoh.glutenfrei/,,52.4683744,13.3285549,https://goo.gl/maps/jdcnornSmDQvVPqaA,"2-2-3 #101 Shimamachi, Chuo-ward","Osaka, Japan"
Simply Keto,Bakery/Cafe,https://simplyketo.de/,49 1575 3671914,https://www.facebook.com/simplyketo/,support@simplyketo.de,52.5322114,13.3962409,https://goo.gl/maps/AfmpRZ3hwGFczsd99,2216 Dundee Rd,"Louisville, KY 40205"
Yellow Button Bakery,Online,,1 530-676-1598,https://www.facebook.com/yellowbuttonbakery/,,,,,"2215 East North Avenue
","Milwaukee, WI 53202"
Randy's Pizza,Restaurant,http://www.randyspizza.com/,1 651-777-1400,https://www.facebook.com/RandysPizzaonline/,,45.0215885,-92.9842551,https://goo.gl/maps/GcMdEbuccWVxiDZ58,"Noosa Farmers Markets 
155 Weyba Rd, Noosaville QLD 4566","Queensland, Australia"
Celebrate Gluten Free Bakery & Cafe,Bakery,https://www.celebrateglutenfree.com,1 780-758-8030,https://www.facebook.com/CelebrateGlutenFree/,celebrateglutenfree@shaw.ca,53.5411346,-113.5841181,https://goo.gl/maps/aXSdAALpzq3BV2BW6,"80 Memorial Drive – Eumundi QLD 462 

Every Sunday at Noosa Farmers Markets 
155 Weyba Rd, Noosaville QLD 4566","Queensland, Australia"
Patti's Perfect Pantry,Bakery,http://www.pattisperfectpantry.com,1 408-779-7300,https://www.facebook.com/PattisPerfectPantry,patti@pattisperfectpantry.com,37.1106967,-121.6428887,https://goo.gl/maps/ftPg79U8xHyEjBeG9,Jl Raya Penestanan Kelod no.8,"
Ubud, Bali, Indonesia 80571
"
Pizelle Bakery,Bakery,https://www.pizzellebakery.com,1 919-943-5130,https://www.facebook.com/pizzellebakery/,kelly@pizzellebakery.com,35.9122959,-79.0601415,https://goo.gl/maps/CZkT75tEVXRPP9np8,"Jalan Hanoman #73
","Ubud, Bali, Indonesia 80571
"
Sunny Bridge Gluten-Free Bakery,Bakery,https://sunnybridgenaturalfoods.com/gluten-free-bakery/,1 724-942-5800,https://www.facebook.com/SunnyBridge/,,40.2905909,-80.1124763,https://g.page/SunnyBridge?share,"Jl. Tirta Tawar No. 32 Kutuh Kelod
","Ubud, Bali 80571
"
Eat Well PDX Food Truck,Food Truck,,1 971-352-1889,https://www.facebook.com/EatWellPDX/,,45.5339053,-122.6013173,https://goo.gl/maps/ZxvXgPj2uzWBtQ7g7,"820 Manhattan Ave
","Manhattan Beach, CA 90266
"
Portland Juice Co (@Firebrand Sports),Cafe,http://www.portlandjuicepress.com/,1 503-888-3808,https://www.facebook.com/PortlandJuiceCo/,,45.526619,-122.6851401,https://goo.gl/maps/1qMxVDEpuGjrBZtQA,"8104 West 3rd Street
","Los Angeles, CA 90048"
Portland Juice Co,Cafe,http://www.portlandjuicepress.com/,1 503-913-3367,https://www.facebook.com/PortlandJuiceCo/,,45.500536,-122.652777,https://goo.gl/maps/BtZjf2Yba4E8ZhAb9,207 S. Cross St. #102,"Chestertown, MD 21620"
The Whole Bowl,Food Truck,http://www.thewholebowl.com/,1 971-212-6154,,,45.5382565,-122.6156298,https://goo.gl/maps/mAcVPHewAGa31bjV8,3127 NW 85th St.,"
Seattle WA 98117
"
The Whole Bowl,Food Truck,http://www.thewholebowl.com/,1 971-212-5849,,,45.5264541,-122.6827698,https://goo.gl/maps/Si3aoPp2DEmHKDUL9,523 Munson Ave,"Traverse City, MI 49686"
The Whole Bowl,Cafe,http://www.thewholebowl.com/,1 971-212-4626,,,45.5205977,-122.6810894,https://goo.gl/maps/5dKujqbaN8VArhQz6,202 Liverpool Street,"Hobart, Tasmania, Australia 7000"
The Whole Bowl,Food Truck,http://www.thewholebowl.com/,1 503-753-7071,,,45.5121365,-122.6167546,https://goo.gl/maps/aQ8U4poJBnXqy6p86,"Address: 1837 W. Guadalupe Rd. #103
","Mesa, AZ 85202
"
The Whole Bowl,Cafe,http://www.thewholebowl.com/,1 503-493-5991,,,45.5488844,-122.6677833,https://goo.gl/maps/yqREtSfz16NoYJNHA,541 1st Ave,"Ladysmith, British Columbia, Canada V9G 1A1"
The Whole Bowl,Cafe,http://www.thewholebowl.com/,,,,45.5169906,-122.6752885,https://goo.gl/maps/VtkbbeG5z8DeAHCv7,"10411 E McDowell Mt Ranch Rd
","Scottsdale, AZ 85255
"
The Whole Bowl,Food Truck,http://www.thewholebowl.com/,1 503-901-0405,,,45.5187324,-122.6796876,https://goo.gl/maps/uzBQZHb73pTVyFj5A,"2855 Agoura Road
","Westlake Village, CA 91361"
The Whole Bowl,Cafe,http://www.thewholebowl.com/,1 503-449-0891,,,45.5336593,-122.6991341,https://goo.gl/maps/8Hf2oD1X61UGxU2h6,Address: 437 Hwy 101 #118,"Solana Beach, CA 92075"
The Whole Bowl,Food Truck,http://www.thewholebowl.com/,1 503-901-0405,,,45.5187324,-122.6796876,https://goo.gl/maps/GGKhTAKzAkyswy9s7,"1425 India St
","San Diego, CA 92101
"
The Whole Bowl Cincinnati,Food Truck,http://www.thewholebowl.com/,1 513-751-2695,https://www.facebook.com/pages/category/Vegetarian-Vegan-Restaurant/The-Whole-Bowl-Cincinnati-1222786134435663/,,39.1439829,-84.5219726,https://goo.gl/maps/Xmxu1tQvDudjzZHk6,"17135 Camino Del Sur Suite 125
","San Diego, CA 92127"
The Whole Bowl,Food Truck,http://www.thewholebowl.com/,1 602-339-4415,https://www.facebook.com/thewholebowlphx/,,33.4493152,-112.0736656,https://goo.gl/maps/MLMSgEHy4cDiCsKX9,"430 Carlsbad Village Dr.
","Carlsbad, CA 92008
"
Tiffin Asha,Restaurant,http://tiffinasha.com/,1 503-936-7663,https://www.facebook.com/tiffinasha/,tiffinasha@gmail.com,45.5626217,-122.6479429,https://goo.gl/maps/88irdjYnVYfFPfYEA,Fasanenstrasse 74,"Berlin, Germany 10719"
The Green Spork,Cafe,https://greensporkcafe.wordpress.com,1 912-323-6046,https://www.facebook.com/TheGreenSporkCafeMarket/,info@greensporkcafe.com,31.9393295,-81.3035351,https://goo.gl/maps/jeD8o6xQjZfFBgv4A,"Nostitzstraße 33
","Berlin, Germany 10965"
Cole's Gluten Free Bakery & Cafe,Bakery/Cafe,https://www.colesfinefoods.com,1 509-413-1739  ,https://www.facebook.com/colesbakeryandcafe ,,47.7444078,-117.4019399,https://goo.gl/maps/9KYGA4cZA3CzZBKYA,"Bundesallee 118
","Berlin, Germany 12161 Phone: +49 30 85402065"
Picazzo’s Organic Italian Kitchen,Restaurant,https://picazzos.com,1 480-785-0522,https://www.facebook.com/Picazzos/,,33.3350137,-111.944569,https://goo.gl/maps/JGymyn8DiKCJo3p9A,"Invalidenstraße 154
","Berlin, Germany 10115
"
Picazzo’s Organic Italian Kitchen,Restaurant,https://picazzos.com,1 928-282-4140,https://www.facebook.com/Picazzos/,,34.863414,-111.792379,https://goo.gl/maps/3Qh3zz8rUTPu6kYM8,"1203 Mission Street
","Santa Cruz, CA 95060
"
Picazzo’s Organic Italian Kitchen,Restaurant,https://picazzos.com,1 480-990-2212,https://www.facebook.com/Picazzos/,,33.637175,-111.922462,https://goo.gl/maps/z8oUNZUQ1scZ6Bqn7,"Home based business
","Home based biz in Diamond Springs, CA"
Picazzo’s Organic Italian Kitchen,Restaurant,https://picazzos.com,1 602-923-6001,https://www.facebook.com/Picazzos/,,33.597347,-111.981268,https://goo.gl/maps/aFVNhBvtzby3wWSy9,6030 50th St N,"Oakdale, MN 55128-1349"
Picazzo’s Organic Italian Kitchen,Restaurant,https://picazzos.com,1 623-466-0228,https://www.facebook.com/Picazzos/,,33.652974,-112.235864,https://goo.gl/maps/qf45891HCMb8aBZf6,15213 Stony Plain Road NW,"Edmonton, Alberta, Canada T5P 3Y4"
Vanilla Jill's Cafe,Cafe,,1 541-345-2466,https://www.facebook.com/pg/VanillaJillsScoopsSoups,,44.056654,-123.110526,https://goo.gl/maps/jpk3mq4FLJyn4o3n7,435 Vineyard Town Center,"Morgan Hill, CA 95037"
The Dotted Lime,Cafe,https://www.thedottedlime.com,1 931-548-8445,https://www.facebook.com/thedottedlime/,eat@thedottedlime.com,35.5981,-87.058032,https://goo.gl/maps/neWCo8BdDgWmt7wD7,"Find inside: Blue Dogwood Public
Market
306 W. Franklin St., Suite G","Chapel Hill, NC 27516"
The Green Plate,Cafe,https://thegreenplatellc.com/,1 774-813-0200,https://www.facebook.com/thegreenplatellc/,,42.112744,-71.6586675,https://goo.gl/maps/mUEqh84mBGBwhKwLA,"130 Gallery Drive
","McMurray, PA 15317"
The Bald Strawberry,Bakery,,1 321-458-5529,https://www.facebook.com/TheBaldStrawberry,,28.0892979,-80.5740714,https://goo.gl/maps/Xn1kJf7QzKatMbas5,"6035 SE Halsey - Stall 8
","Portland, Oregon 97202
"
Ad Hoc Fish n Chips,Cafe/Restaurant,https://adhocfishandchips.wixsite.com/adhoc,1 514-419-8777,https://www.facebook.com/adhoc.fishandchips/,,45.5302612,-73.5554336,https://goo.gl/maps/2ZbGjWdDFBmmu2xx6,500 NW 14th Ave,"Portland, OR 97209"
Carnivore,Restaurant,http://carnivoreballard.com,1 206-566-6113,https://www.facebook.com/CarnivorePaleoKitchen/?rf=1659783014036339,info@carnivoreballard.com,47.6665588,-122.3837548,https://goo.gl/maps/gbGSLpuWxoyXeQuC7,"1212 SE Powell Blvd. Suite B
","Portland, OR 97202
"
The Creperie and Cafe,Cafe,https://creperieandcafe.com,1 828-484-9448,https://www.facebook.com/Creperie.Cafe.Of.Weaverville/,,35.7003023,-82.5603165,https://goo.gl/maps/Be96NAW5yNsGExuj7,"4615 NE Sandy Blvd
","Portland, OR 97213"
C and D’s Kuntry Kitchen,Cafe,,1 804-447-5462,https://www.facebook.com/pg/cadskuntrykitchen,,37.4455356,-77.581462,https://goo.gl/maps/h5oMeqRXkkmp9r1Q9,"1100 NW Glisan St
","Portland, OR 97209"
521 Biscuits & Waffles,Cafe,https://521rva.com/,1 804-482-8924,https://www.facebook.com/521rva/,info@521rva.com,37.5399336,-77.4393758,https://goo.gl/maps/j23WeKgAsuNSu9Bj6,SW 9th and Alder,"
Portland, OR 97205"
Thyme & Caramel Cakes Bali,Online,https://www.thymeandcaramel.com/,62 813-3892-7578,https://www.facebook.com/thymeandcaramel/,,,,,"4411 SE Hawthorne
","Portland, OR 97215"
Leyda's Cafe,Cafe,http://www.leydas.com,1 306-244-0707,https://www.facebook.com/leydasrestaurant/,,52.126192,-106.67077,https://goo.gl/maps/gEUswB9gHGozXMYL6,"3540 N Vancouver Ave
","Portland, OR 97227"
The Little Mustard Seeds Cafe,Cafe,http://www.thelittlemustardseedcafe.com/,1 586-716-9255,https://www.facebook.com/TheLittleMustardSeedCafeAndShoppe/,littlemustardnb@gmail.com,42.68044,-82.73624,https://goo.gl/maps/LfdQ1krDhSX7RcUd8,"827 SW. 2nd Ave
","Portland, OR 97204"
The Cackling Goose Market,Cafe,https://cacklinggoosemarket.ca,1 506-536-2303,https://www.facebook.com/cacklinggoosemarket/,cacklinggoosemarket@gmail.com,45.8981727,-64.3706183,https://goo.gl/maps/Xb3CEd1T4orozNZ59,701 SW. 6th Ave,"Portland, OR 97204"
Guncles Gluten Free Bakery,Bakery,https://www.gunclesgf.com,1 251-800-1348,https://www.facebook.com/GunclesGlutenFree/,Yum@GunclesGF.com,30.6764646,-87.8490942,https://goo.gl/maps/8zK68Vqwjd1HJdpW8,1515 NW 23rd,"Portland, OR 97210"
White Lion Baking,Online,http://www.whitelionbaking.com/,1 774-228-2946,https://www.facebook.com/whitelionbaking/,whitelionbakingco@gmail.com,41.616386,-70.519769,https://goo.gl/maps/9amL2QnNofT8Smjh8,"240 SE Clay
","Portland, OR 97214"
Healthy Sins Inc,Cafe,http://www.hsvegancafelockport.com/,1 815-838-4626,https://www.facebook.com/vegancafelockport/,rum96@comcast.net,41.588676,-88.0576186,https://goo.gl/maps/AfQ5uPZJLsUoKLx29,"Unitis Plaza, 1300 SW 6th Ave","Portland, OR 97201"
K Fresh,Cafe,https://www.hellokfresh.com/,1 425-212-9863,https://www.facebook.com/hellokfresh/,eat@hellokfresh.com,47.979572,-122.2153082,https://g.page/hellokfresh?share,"364 Ludlow Ave
","Cincinnati, OH 45220
"
